,cv,entropy,nonzero_ratio
FOXP3,4.4781184,7.604828,0.04862996790915823
ANGPT2,4.472036,7.606743,0.04862996790915823
CCDC39,4.5007386,7.590491,0.048136262651197234
MYH11,4.516859,7.5853415,0.048136262651197234
CD5L,4.542746,7.566826,0.04739570476425574
CAVIN2,4.5662785,7.552234,0.04690199950629474
CD1C,4.5717063,7.546425,0.046655146877314244
CAPN8,4.589789,7.537007,0.046408294248333745
SH2D3C,4.5869412,7.537931,0.046408294248333745
CLCA1,4.5983715,7.530559,0.04616144161935325
ERG,4.6327806,7.5086164,0.04542088373241175
FCER1A,4.6618967,7.492478,0.044927178474450755
CLEC14A,4.6660957,7.4871244,0.044680325845470256
RGS16,4.6721663,7.485286,0.044680325845470256
CFTR,4.713972,7.4610248,0.04393976795852876
LILRA4,4.7371163,7.4500427,0.04369291532954826
CD1A,4.7244563,7.453971,0.04369291532954826
CDH16,4.732466,7.45176,0.04369291532954826
CYP2F1,4.75012,7.442259,0.043446062700567764
MEDAG,4.8010473,7.415245,0.04270550481362626
SNTN,4.802517,7.4103465,0.04245865218464576
CYP4B1,4.8049164,7.410019,0.04245865218464576
TAC1,4.8030577,7.4105544,0.04245865218464576
HAMP,4.824672,7.399755,0.042211799555665265
CPA3,4.8483996,7.393278,0.042211799555665265
SCGN,4.823185,7.4004707,0.042211799555665265
ERBB2,4.8413467,7.387106,0.04171809429770427
SRPX,4.856477,7.3825045,0.04171809429770427
PPP1R1B,4.895656,7.3587494,0.04097753641076277
CYP3A4,4.9579544,7.3232455,0.03999012589484078
LILRA5,4.9761868,7.3132477,0.03974327326586028
MFAP5,4.9760056,7.31385,0.03974327326586028
CYP1A1,4.9710855,7.3150535,0.03974327326586028
SNAI1,4.990527,7.305249,0.03949642063687978
BTNL9,4.99827,7.2985473,0.039249568007899284
ESR1,5.02602,7.2859893,0.039002715378918786
IL1RL1,5.024345,7.2866898,0.039002715378918786
PGR,5.0276127,7.2857847,0.039002715378918786
LGI4,5.064965,7.261897,0.03826215749197729
KIT,5.0967035,7.252924,0.03826215749197729
FOXI1,5.0793886,7.2577868,0.03826215749197729
EGFL7,5.1220474,7.2321553,0.037521599605035795
CNN1,5.1595683,7.2169766,0.0372747469760553
TCL1A,5.1391015,7.2227416,0.0372747469760553
GHRL,5.151503,7.214484,0.0370278943470748
NPDC1,5.173961,7.203845,0.0367810417180943
S100A12,5.2090135,7.1889057,0.0365341890891138
GATA2,5.254768,7.1624436,0.035793631202172306
TBX3,5.300568,7.1403084,0.03529992594421131
AGR3,5.3335414,7.12145,0.034806220686250305
BMX,5.347906,7.1124597,0.03455936805726981
