,cv,nonzero_ratio
GOLGA8N,66.99723598502808,0.0002681075730077545
GOLGA8O,127.12854387061023,6.187097838640488e-05
GOLGA8R,220.1976384977608,2.062365946213496e-05
GOLGA8S,220.19763849774722,2.062365946213496e-05
GOLGB1,2.7991547865974744,0.16513364131331462
GOLIM4,3.4757982711339697,0.10377825441346313
GOLM1,4.017933930420949,0.07890612110212836
GOLPH3,2.348771427188248,0.21698152120112194
GOLPH3L,3.696318429197168,0.09237337073090249
GOLT1A,9.34599503170567,0.014993400428972117
GOLT1B,3.5847866006844153,0.0983336083154595
GON4L,6.104938359783183,0.03600890942088764
GOPC,4.144862840175633,0.07787493812902162
GORAB,8.38851196552101,0.01800445471044382
GORAB-AS1,28.304543106961834,0.0015055271407358522
GORASP1,6.875112130922074,0.02844002639828411
GORASP2,2.932597313413808,0.14533492822966507
GOSR1,3.588495198156861,0.09847797393169444
GOSR2,3.257563165372115,0.12219518231314964
GOT1,3.3556748172440534,0.12221580597261178
GOT2,2.5483599095083855,0.20143128196667218
GOT2P2,220.19763849776467,2.062365946213496e-05
GOT2P3,155.70163775628262,4.124731892426992e-05
GP1BA,34.36676184230721,0.001093053951493153
GP2,7.36261480322404,0.029285596436231645
GP5,127.12854387063865,8.249463784853984e-05
GP6,220.19763849775924,2.062365946213496e-05
GP9,127.12854387061559,6.187097838640488e-05
GPA33,16.74432677573141,0.004619699719518231
GPAA1,2.109325860323715,0.2722529285596436
GPAA1P2,81.14055782074304,0.00016498927569707968
GPALPP1,6.992306416343375,0.02631578947368421
GPAM,6.908782080004857,0.026666391684540505
GPANK1,94.75367675855057,0.00012374195677280976
GPAT2,16.56804152578454,0.004372215805972612
GPAT2P1,220.19763849775202,2.062365946213496e-05
GPAT3,11.140050531042476,0.00981686190397624
GPAT4,3.2193227214636755,0.12176208546444481
GPATCH1,8.407264391315147,0.019056261343012703
GPATCH11,6.516290919193569,0.03097673651212671
GPATCH2,5.384659734783249,0.048279986800857946
GPATCH2L,5.043503944002702,0.04926992245504042
GPATCH3,7.679985847242342,0.022314799538030027
GPATCH4,3.848707224951162,0.0891354561953473
GPATCH8,4.1077734863327855,0.07696749711268767
GPBAR1,20.85599236486143,0.0028048176868503546
GPBP1,3.5620594617527783,0.10056096353737007
GPBP1L1,2.8788100691021166,0.1540174888632239
GPC1,2.689441751164155,0.17158884672496288
GPC2,14.012116211948507,0.006352087114337568
GPC3,6.500431027390925,0.03145108067975581
GPC4,5.693716694872195,0.04050486718363307
GPC5,13.29003096377323,0.006929549579277347
GPC5-AS1,67.13385620181704,0.0002681075730077545
GPC5-AS2,127.1285438705721,6.187097838640488e-05
GPC6,5.0908914431071555,0.05469394489358192
GPC6-AS1,110.09541316515173,8.249463784853984e-05
GPC6-AS2,146.06067232491358,6.187097838640488e-05
GPCPD1,4.091348335574326,0.07812242204256724
GPD1,19.60728377885183,0.003547269427487213
GPD1L,5.78697109934828,0.038153770004949676
GPD2,4.816069979994351,0.05388962217455865
GPER1,17.98083270673791,0.003815377000494968
GPHA2,155.7016377562849,6.187097838640488e-05
GPHB5,220.19763849777922,2.062365946213496e-05
GPHN,5.0619416165523425,0.05114667546609471
GPI,1.5475570815786326,0.4990100643458175
GPIHBP1,18.853381364140205,0.0034235274707144036
GPKOW,4.671157565351426,0.060447945883517575
GPLD1,12.196754237964042,0.00827008744431612
GPM6A,14.591634843205858,0.005774624649397789
GPM6B,8.336802294213747,0.018251938623989442
GPN1,3.300937192936703,0.11452318099323544
GPN2,5.0128255562799895,0.05195099818511797
GPN3,3.8725547705044283,0.08649562778419402
GPNMB,1.7058188029606207,0.6220095693779905
GPR1-AS,98.4713156203128,0.0001031182973106748
GPR101,220.19763849774745,2.062365946213496e-05
GPR107,3.7721187557746747,0.08800115492492988
GPR108,4.2179517855565605,0.06692377495462795
GPR12,127.12854387060868,6.187097838640488e-05
GPR132,8.927781531541575,0.016725787823791454
GPR135,19.855399920439982,0.0030316779409338395
GPR137,4.0388641158044365,0.08301022933509322
GPR137B,3.0844171157605453,0.1307952483088599
GPR137C,16.219631549228858,0.005032172908760931
GPR139,87.03591212831712,0.00014436561623494472
GPR141,11.475224622861909,0.009383765055271408
GPR141BP,88.21011671777399,0.00014436561623494472
GPR142,69.62614451482612,0.0002062365946213496
GPR143,10.136906351899757,0.012662926909750866
GPR143P,134.8406466907744,6.187097838640488e-05
GPR146,10.272642060167563,0.012436066655667382
GPR149,21.09043341964537,0.0031141725787823793
GPR15,30.3458500834053,0.0014024088434251773
GPR150,24.59619268935147,0.002103613265137766
GPR152,220.19763849778116,2.062365946213496e-05
GPR153,5.588742502536757,0.040051146675466096
GPR155,8.070730096570587,0.019551229170103945
GPR156,18.02144949118149,0.003856624319419238
GPR157,7.311860076523453,0.025263982841115327
GPR158,21.737424525466277,0.00278419402738822
GPR158-AS1,93.4175572362337,0.00014436561623494472
GPR160,3.3719196355886503,0.1157399769015014
GPR161,5.903404591287281,0.037906286091404055
GPR162,15.195602061483108,0.005774624649397789
GPR17,127.12854387063277,6.187097838640488e-05
GPR171,10.220801850901571,0.012188582742121762
GPR173,13.482339244778013,0.006867678600890942
GPR174,11.709337941059793,0.009198152120112192
GPR176,9.864186471152092,0.01293103448275862
GPR18,18.532640178889597,0.0037947533410328327
GPR180,7.3965972766992385,0.027945058571192873
GPR182,41.77445706599248,0.0006599571027883187
GPR183,6.586426481613833,0.029409338393004456
GPR19,13.697690942921009,0.006908925919815212
GPR21,116.5145484477931,8.249463784853984e-05
GPR25,95.34411360963257,0.00012374195677280976
GPR26,40.87786687194483,0.0005980861244019139
GPR27,14.446930867302367,0.005857119287246329
GPR3,26.77161442116187,0.0016911400758950668
GPR32,155.70163775628586,4.124731892426992e-05
GPR32P1,220.19763849775518,2.062365946213496e-05
GPR33,94.3660912810806,0.00012374195677280976
GPR34,7.0791656317567195,0.02472776769509982
GPR35,13.797596893296145,0.006743936644118132
GPR37,20.22816182565957,0.0031141725787823793
GPR37L1,42.19231964155553,0.0006187097838640488
GPR39,16.61294659570661,0.004929054611450255
GPR4,15.783816799016355,0.005609635373700709
GPR42,155.70163775630877,4.124731892426992e-05
GPR50,220.19763849775316,2.062365946213496e-05
GPR52,155.70163775629808,4.124731892426992e-05
GPR55,24.134422405085346,0.0022067315624484407
GPR6,110.09541316509461,8.249463784853984e-05
GPR61,220.19763849775455,2.062365946213496e-05
GPR62,111.45198721665787,0.0001031182973106748
GPR63,34.39170048863055,0.001051806632568883
GPR65,9.772650836037906,0.013446625969311995
GPR68,9.072790690716154,0.01616894901831381
GPR75,64.21594888136869,0.0003093548919320244
GPR78,6.161969158661269,0.034317769344992574
GPR82,7.526604549930137,0.022603530770499917
GPR83,23.91131750897211,0.0022892262002969805
GPR84,21.830542008295737,0.0025985810922290052
GPR85,14.428552675536457,0.006578947368421052
GPR87,2.8233234131593252,0.1626381785183963
GPR88,69.83187756504827,0.00022686025408348456
GPR89A,4.461004549229715,0.061376010559313646
GPR89B,7.833659365609488,0.020809272397294177
GPR89P,155.7016377562874,4.124731892426992e-05
GPRACR,134.84064669081434,6.187097838640488e-05
GPRASP1,16.83922251888133,0.004434086784359016
GPRASP2,14.213596089651205,0.006517076390034648
