CELL_ID,CELL_TYPE
73149,Granulocyte
73150,Granulocyte
73151,Tumor (Podo+)
73152,Tumor (CD21+)
73153,Tumor (Podo+)
73154,Granulocyte
73155,Tumor (Podo+)
73156,Granulocyte
73157,Macrophage
73158,Macrophage
73159,Macrophage
73160,Granulocyte
73161,Macrophage
73162,Tumor (Podo+)
73163,Tumor (CD21+)
73164,Tumor (CD21+)
73165,Vessel
73166,Vessel
73167,CD4 T cell
73168,Vessel
73169,Tumor (CD20+)
73170,Tumor (Podo+)
73171,Tumor (CD20+)
73172,Macrophage
73173,Granulocyte
73174,Tumor (Ki67+)
73175,Granulocyte
73176,Tumor (CD21+)
73177,B cell
73178,Granulocyte
73179,Granulocyte
73180,CD8 T cell
73181,Tumor (CD21+)
73182,Tumor (Podo+)
73183,Tumor (CD21+)
73184,Tumor (CD21+)
73185,Naive immune cell
73186,Granulocyte
73187,Tumor (Ki67+)
73188,Stromal / Fibroblast
73189,Tumor (CD20+)
73190,Granulocyte
73191,CD8 T cell
73193,Tumor (CD15+)
73194,Granulocyte
73195,CD4 T cell
73196,Stromal / Fibroblast
73197,Stromal / Fibroblast
73198,Tumor (CD15+)
73199,Tumor (Ki67+)
73200,Tumor
73201,CD8 T cell
73202,Tumor (CD15+)
73203,Granulocyte
73204,Tumor (Ki67+)
73205,Tumor (CD21+)
73206,Granulocyte
73207,Macrophage
73208,Stromal / Fibroblast
73209,CD4 T cell
73210,Granulocyte
73211,CD8 T cell
73212,Stromal / Fibroblast
73213,Granulocyte
73214,Vessel
73215,Macrophage
73217,Granulocyte
73218,Tumor (CD21+)
73219,Macrophage
73220,Granulocyte
73221,CD8 T cell
73222,Tumor (Ki67+)
73223,Macrophage
73224,CD8 T cell
73225,Tumor (CD15+)
73226,Granulocyte
73227,Granulocyte
73228,Tumor (Ki67+)
73229,Tumor (Podo+)
73230,Macrophage
73231,Macrophage
73232,Vessel
73233,Macrophage
73234,Macrophage
73235,CD8 T cell
73236,CD8 T cell
73237,Tumor (CD21+)
73238,Tumor (Podo+)
73239,Tumor (Ki67+)
73240,Granulocyte
73241,Granulocyte
73242,Tumor (Podo+)
73243,Tumor (CD21+)
73244,B cell
73245,Naive immune cell
73246,Tumor (Podo+)
73247,Granulocyte
73248,Granulocyte
73250,Granulocyte
73251,Tumor (Podo+)
73252,Granulocyte
73253,CD8 T cell
73254,CD8 T cell
73255,CD4 T cell
73256,Granulocyte
73257,Granulocyte
73258,Granulocyte
73259,Tumor (CD15+)
73260,Macrophage
73261,CD4 T cell
73262,Vessel
73263,Stromal / Fibroblast
73264,Tumor (CD21+)
73265,Tumor (CD15+)
73266,CD8 T cell
73267,Tumor (Ki67+)
73268,Tumor (CD21+)
73269,CD4 T cell
73270,Macrophage
73271,Macrophage
73272,Macrophage
73273,Granulocyte
73274,Granulocyte
73275,Tumor (Ki67+)
73276,CD4 T cell
73277,Tumor (CD21+)
73278,Naive immune cell
73279,Tumor (Ki67+)
73280,Tumor (CD20+)
73281,Tumor (Ki67+)
73282,Tumor (CD21+)
73283,Tumor (CD21+)
73284,Granulocyte
73285,Macrophage
73286,CD4 T cell
73287,Naive immune cell
73288,Granulocyte
73289,Granulocyte
73290,Tumor (CD21+)
73291,Granulocyte
73292,Tumor (Ki67+)
73293,Stromal / Fibroblast
73294,Lymph vessel
73295,Granulocyte
73296,Granulocyte
73297,Granulocyte
73298,Tumor (CD21+)
73299,Tumor (Podo+)
73300,Granulocyte
73301,Macrophage
73302,Macrophage
73303,Tumor
73304,Vessel
73305,B cell
73306,Granulocyte
73307,Tumor (Podo+)
73308,Tumor (CD20+)
73309,CD4 T cell
73310,Macrophage
73311,Granulocyte
73312,Naive immune cell
73313,Macrophage
73315,Stromal / Fibroblast
73316,Macrophage
73317,Naive immune cell
73318,Tumor
73319,Granulocyte
73320,Tumor (Podo+)
73321,Macrophage
73322,Tumor (CD21+)
73323,Tumor
73324,Macrophage
73325,Tumor (Podo+)
73326,CD8 T cell
73327,Tumor (CD15+)
73328,Macrophage
73329,Granulocyte
73330,Granulocyte
73331,Macrophage
73332,Vessel
73333,Vessel
73334,Naive immune cell
73335,Macrophage
73336,Naive immune cell
73337,Stromal / Fibroblast
73338,APC
73339,Macrophage
73340,Tumor (Podo+)
73341,Granulocyte
73342,Tumor (Ki67+)
73343,B cell
73344,Tumor
73345,Macrophage
73346,Vessel
73347,CD4 T cell
73348,CD8 T cell
73349,Macrophage
73350,Granulocyte
73351,Tumor (CD20+)
73352,Stromal / Fibroblast
73353,Tumor (Podo+)
73354,CD8 T cell
73355,Tumor (Podo+)
73356,Granulocyte
73357,Granulocyte
73358,Stromal / Fibroblast
73359,Granulocyte
73360,CD4 T cell
73361,Granulocyte
73362,Granulocyte
73363,Tumor (CD20+)
73364,Tumor (CD20+)
73365,Tumor (CD20+)
73366,Macrophage
73367,Tumor
73368,Tumor (CD21+)
73369,Macrophage
73370,Tumor (CD20+)
73371,Tumor (CD15+)
73372,Lymph vessel
73373,CD4 T cell
73374,Granulocyte
73375,Macrophage
73376,Macrophage
73377,Stromal / Fibroblast
73378,Macrophage
73379,Tumor (CD20+)
73380,Tumor (CD20+)
73381,Macrophage
73382,Stromal / Fibroblast
73383,Naive immune cell
73384,Granulocyte
73385,Granulocyte
73386,Granulocyte
73387,Granulocyte
73388,Granulocyte
73389,Granulocyte
73390,Tumor
73391,Tumor
73392,CD8 T cell
73393,Stromal / Fibroblast
73394,Vessel
73395,Granulocyte
73397,Granulocyte
73398,Tumor (CD21+)
73399,Tumor (CD21+)
73400,Macrophage
73401,Macrophage
73402,Naive immune cell
73403,Stromal / Fibroblast
73404,Macrophage
73405,CD8 T cell
73406,Macrophage
73407,Tumor (CD21+)
73408,Tumor (Ki67+)
73409,Granulocyte
73410,Granulocyte
73411,Granulocyte
73412,Granulocyte
73413,Stromal / Fibroblast
73414,Tumor
73415,Vessel
73416,Lymph vessel
73417,Stromal / Fibroblast
73418,Tumor (CD21+)
73419,Granulocyte
73420,Granulocyte
73422,Stromal / Fibroblast
73423,Tumor (CD21+)
73424,Tumor (CD21+)
