CELL_ID,CELL_TYPE
69341,Tumor (CD20+)
69342,Granulocyte
69343,Naive immune cell
69344,Tumor (CD20+)
69345,Tumor (CD15+)
69346,Stromal / Fibroblast
69347,Stromal / Fibroblast
69348,Granulocyte
69349,Macrophage
69350,CD4 T cell
69351,Granulocyte
69352,CD4 T cell
69353,Granulocyte
69354,Granulocyte
69355,Tumor (CD20+)
69356,CD4 T cell
69357,APC
69358,Stromal / Fibroblast
69359,Stromal / Fibroblast
69360,Macrophage
69361,Tumor (CD21+)
69362,Stromal / Fibroblast
69363,Tumor (Ki67+)
69364,Macrophage
69365,Tumor (Ki67+)
69366,Tumor (Podo+)
69367,Tumor (Podo+)
69368,Macrophage
69369,Granulocyte
69370,Tumor (CD20+)
69371,Tumor (Ki67+)
69372,CD4 T cell
69373,Tumor (Ki67+)
69374,Granulocyte
69375,Macrophage
69376,CD8 T cell
69377,Tumor (CD20+)
69378,Macrophage
69379,Tumor (CD21+)
69380,Granulocyte
69381,Macrophage
69382,Tumor (CD20+)
69383,APC
69384,CD4 T cell
69385,Tumor (Ki67+)
69386,Tumor (CD20+)
69387,Tumor
69388,Tumor (CD21+)
69389,Granulocyte
69390,Macrophage
69391,Stromal / Fibroblast
69392,Tumor (Ki67+)
69393,Stromal / Fibroblast
69394,Stromal / Fibroblast
69395,Tumor (Podo+)
69396,Granulocyte
69397,Granulocyte
69398,Tumor (CD15+)
69399,Tumor (CD20+)
69400,Macrophage
69401,Macrophage
69402,Tumor (CD20+)
69403,APC
69404,CD4 T cell
69405,Stromal / Fibroblast
69406,Granulocyte
69407,Granulocyte
69408,Macrophage
69409,Tumor (Podo+)
69410,Tumor (CD20+)
69411,CD8 T cell
69412,CD4 T cell
69413,CD4 T cell
69414,Granulocyte
69415,Tumor
69416,CD4 T cell
69417,Granulocyte
69418,Granulocyte
69419,Tumor
69420,CD4 T cell
69421,Stromal / Fibroblast
69422,Stromal / Fibroblast
69423,Granulocyte
69424,Tumor
69425,Tumor (Ki67+)
69426,Macrophage
69427,Tumor
69428,Tumor
69429,Tumor
69430,Granulocyte
69431,CD4 T cell
69432,Tumor (CD20+)
69433,Granulocyte
69434,Granulocyte
69435,Tumor (CD21+)
69436,Tumor (CD15+)
69437,Tumor (CD20+)
69438,Tumor
69439,Macrophage
69440,Macrophage
69441,Tumor (CD20+)
69442,Tumor (Ki67+)
69443,Tumor (Ki67+)
69444,Granulocyte
69445,Macrophage
69446,Granulocyte
69447,Tumor
69448,Macrophage
69449,Granulocyte
69450,Granulocyte
69451,Macrophage
69452,CD4 T cell
69453,Tumor (Ki67+)
69454,Granulocyte
69455,CD4 T cell
69456,CD4 T cell
69457,APC
69458,Tumor (Podo+)
69459,Granulocyte
69460,Tumor
69461,Granulocyte
69462,CD4 T cell
69463,Tumor
69464,Granulocyte
69465,Tumor (CD15+)
69466,CD4 T cell
69467,Tumor (CD20+)
69468,Tumor
69469,Tumor (Podo+)
69470,Granulocyte
69471,Tumor (CD20+)
69472,Stromal / Fibroblast
69473,Granulocyte
69474,Granulocyte
69475,APC
69476,Tumor (CD20+)
69477,CD4 T cell
69478,Granulocyte
69479,Tumor
69480,Stromal / Fibroblast
69481,CD4 T cell
69482,Stromal / Fibroblast
69483,Vessel
69484,APC
69485,Macrophage
69486,Tumor (Podo+)
69487,Granulocyte
69488,CD8 T cell
69489,B cell
69490,Macrophage
69491,Granulocyte
69492,Granulocyte
69493,Granulocyte
69494,Stromal / Fibroblast
69495,Stromal / Fibroblast
69496,Tumor (Podo+)
69497,APC
69498,Stromal / Fibroblast
69499,Naive immune cell
69500,Vessel
69501,Tumor
69502,Tumor (Podo+)
69503,Tumor (Podo+)
69504,Stromal / Fibroblast
69505,Macrophage
69506,Stromal / Fibroblast
69507,Granulocyte
69508,Vessel
69509,Macrophage
69510,Macrophage
69511,Tumor (Ki67+)
69512,Tumor (CD20+)
69513,Macrophage
69514,Tumor (CD20+)
69515,Vessel
69516,Granulocyte
69517,Macrophage
69518,Tumor (CD15+)
69519,Tumor (CD21+)
69520,Tumor (Podo+)
69521,CD4 T cell
69522,Tumor (CD20+)
69523,Macrophage
69524,Tumor (Ki67+)
69525,CD4 T cell
69526,B cell
69527,Tumor (Podo+)
69528,Tumor (CD20+)
69529,Tumor (CD20+)
69530,Tumor (CD21+)
69531,CD8 T cell
69532,Granulocyte
69534,Tumor (Podo+)
69535,Granulocyte
69536,Granulocyte
69537,Stromal / Fibroblast
69538,Vessel
69539,APC
69540,Tumor
69541,B cell
69542,Macrophage
69543,Tumor (Podo+)
69544,Granulocyte
69545,Stromal / Fibroblast
69546,APC
69547,Granulocyte
69548,Macrophage
69549,Tumor (CD21+)
69550,Stromal / Fibroblast
69551,Tumor (CD20+)
69552,Vessel
69553,Tumor (Podo+)
69554,CD8 T cell
69555,Tumor (CD15+)
69556,Granulocyte
69557,Tumor (Podo+)
69558,Vessel
69559,Stromal / Fibroblast
69560,APC
69561,Vessel
69562,APC
69563,Lymph vessel
69564,Tumor
69565,B cell
69566,Granulocyte
69567,Tumor (Podo+)
69568,Tumor (Ki67+)
69569,Stromal / Fibroblast
69570,CD4 T cell
69571,Tumor (Ki67+)
69572,Granulocyte
69573,APC
69574,Tumor (CD21+)
69575,CD4 T cell
69576,Stromal / Fibroblast
69577,Granulocyte
69578,Tumor (CD20+)
69579,Macrophage
69580,Lymph vessel
69581,Tumor (CD15+)
69582,Stromal / Fibroblast
69583,Granulocyte
69584,Granulocyte
69585,Vessel
69586,Macrophage
69587,Tumor (CD20+)
69588,Granulocyte
69589,Tumor (CD21+)
69590,Vessel
69591,APC
69592,CD4 T cell
69593,Tumor (Ki67+)
69594,Tumor
69595,Macrophage
69596,CD4 T cell
69597,Tumor (CD15+)
69598,Granulocyte
69599,Tumor
69600,CD4 T cell
69601,Tumor (Ki67+)
69602,Granulocyte
69603,Tumor (Ki67+)
69604,Stromal / Fibroblast
69605,Tumor (CD21+)
69606,Stromal / Fibroblast
69607,Macrophage
69608,Macrophage
69609,Tumor (CD20+)
69610,Tumor (CD20+)
69611,Stromal / Fibroblast
69613,CD8 T cell
69614,CD4 T cell
69615,Tumor (Ki67+)
69616,Granulocyte
69617,Macrophage
69618,Tumor (Podo+)
69619,Tumor (CD20+)
69620,Granulocyte
69621,Stromal / Fibroblast
69622,Tumor (CD20+)
69623,Vessel
69624,Stromal / Fibroblast
69625,Vessel
69626,Tumor
69627,Tumor (CD20+)
69628,Macrophage
69629,APC
69630,Tumor (CD20+)
69631,Granulocyte
69632,Vessel
69633,Macrophage
69634,Stromal / Fibroblast
69635,Stromal / Fibroblast
69636,Granulocyte
69637,Granulocyte
69638,Tumor (Ki67+)
69639,Tumor
69640,Tumor
69641,Tumor
69642,Tumor (CD21+)
69643,CD4 T cell
69644,APC
69645,Stromal / Fibroblast
69646,Macrophage
69647,Tumor (Ki67+)
69648,Tumor (CD20+)
69649,APC
69650,Tumor (Podo+)
69651,Vessel
69652,Tumor (CD21+)
69653,CD8 T cell
69654,CD4 T cell
69655,Vessel
69656,Macrophage
69657,Tumor (Ki67+)
69658,Tumor (Podo+)
69659,Tumor (Podo+)
69660,CD4 T cell
69661,Tumor (CD20+)
69662,Granulocyte
69663,Macrophage
69664,Stromal / Fibroblast
69665,Granulocyte
69666,Macrophage
69667,Vessel
69668,CD4 T cell
69669,APC
69670,Granulocyte
69671,Tumor (CD15+)
69672,Tumor (CD15+)
69673,APC
69674,Tumor
69675,Stromal / Fibroblast
69676,CD4 T cell
69677,Tumor (CD20+)
69678,Stromal / Fibroblast
69679,Tumor
69680,Vessel
69681,Stromal / Fibroblast
69682,CD8 T cell
69683,Tumor
69684,Macrophage
69685,CD8 T cell
69686,Tumor (CD20+)
69687,Tumor (CD20+)
69688,Granulocyte
69689,Tumor (Podo+)
69690,Macrophage
69691,CD4 T cell
69692,Tumor (CD15+)
69693,Macrophage
69694,Granulocyte
69695,Macrophage
69696,Macrophage
69697,Tumor (Podo+)
69698,Macrophage
69699,CD4 T cell
69700,Granulocyte
69701,CD4 T cell
69702,CD4 T cell
69703,Macrophage
69704,Macrophage
69705,Tumor (CD20+)
69706,Macrophage
69707,Tumor (Ki67+)
69708,Stromal / Fibroblast
69709,Tumor (Podo+)
69710,Tumor
69711,CD8 T cell
69712,Tumor (Ki67+)
69713,Tumor (CD20+)
69714,Vessel
69715,Macrophage
69716,Tumor (Ki67+)
69717,Tumor (Ki67+)
69718,Stromal / Fibroblast
69719,Granulocyte
69720,Tumor (Podo+)
69721,APC
69722,Tumor (Ki67+)
69723,Granulocyte
69724,Tumor (CD15+)
69725,Macrophage
69726,Macrophage
69727,CD4 T cell
69728,CD4 T cell
69729,Macrophage
69730,CD4 T cell
69731,Granulocyte
69732,Stromal / Fibroblast
69733,Granulocyte
69734,Tumor (CD20+)
69735,Tumor
69736,Macrophage
69737,Tumor (Ki67+)
69738,Tumor (CD20+)
69739,Tumor (Ki67+)
69740,Tumor (CD20+)
69741,Tumor (Podo+)
69742,Stromal / Fibroblast
69743,Tumor (Ki67+)
69744,Granulocyte
69745,Granulocyte
69746,Vessel
69747,Stromal / Fibroblast
69748,Granulocyte
69749,Stromal / Fibroblast
69750,Tumor (CD20+)
69751,Tumor
69752,Granulocyte
69753,Tumor (CD21+)
69754,Granulocyte
69755,Vessel
69756,CD4 T cell
69757,Tumor (Ki67+)
69758,CD4 T cell
69759,CD8 T cell
69760,Tumor (Ki67+)
69761,Macrophage
69762,Tumor (CD20+)
69763,Tumor
69764,Macrophage
69765,Stromal / Fibroblast
69766,Tumor (Podo+)
69767,Tumor (CD20+)
69768,Tumor (Podo+)
69769,Tumor (Ki67+)
69770,CD4 T cell
69771,Stromal / Fibroblast
69772,Macrophage
69773,Vessel
69774,Stromal / Fibroblast
69775,Tumor (Ki67+)
69776,Granulocyte
69777,Tumor (CD20+)
69778,Tumor
69779,Tumor (Ki67+)
69780,Granulocyte
69781,Stromal / Fibroblast
69782,Macrophage
69783,Stromal / Fibroblast
69784,Tumor (Podo+)
69785,Granulocyte
69786,CD8 T cell
69787,Granulocyte
69788,Stromal / Fibroblast
69789,Macrophage
69790,Tumor (CD15+)
69791,CD4 T cell
69792,Macrophage
69794,Tumor (Ki67+)
69795,Tumor (CD20+)
69796,CD4 T cell
69797,Tumor (CD20+)
69798,Granulocyte
69799,Macrophage
69800,APC
69801,Tumor (Ki67+)
69802,Granulocyte
69803,Tumor
69804,CD4 T cell
69805,Vessel
69806,CD4 T cell
69807,CD4 T cell
69808,Tumor (CD20+)
69809,Macrophage
69810,Macrophage
69811,CD8 T cell
69812,Tumor (CD20+)
69813,Tumor (CD20+)
69814,Granulocyte
69815,Stromal / Fibroblast
69816,Macrophage
69817,APC
69818,Tumor (CD20+)
69819,Tumor (CD20+)
69820,Vessel
69821,Tumor (CD21+)
69822,Stromal / Fibroblast
69823,CD8 T cell
69824,CD4 T cell
69825,Stromal / Fibroblast
69826,Macrophage
69828,Granulocyte
69829,Tumor (Podo+)
69830,Tumor (Ki67+)
69831,Vessel
69832,Granulocyte
69833,Tumor (CD20+)
69834,Tumor (CD20+)
69835,Tumor (CD20+)
69836,Tumor (CD21+)
69837,CD4 T cell
69838,Tumor (CD15+)
69839,Vessel
69840,Stromal / Fibroblast
69841,Granulocyte
69842,APC
69843,Macrophage
69844,Stromal / Fibroblast
69845,Tumor (CD20+)
69846,Stromal / Fibroblast
69847,Tumor (CD21+)
69848,Tumor (CD21+)
69849,Tumor
69850,Granulocyte
69851,Granulocyte
69852,CD4 T cell
69853,Tumor (Ki67+)
69854,Vessel
69855,CD4 T cell
69856,Macrophage
69857,Granulocyte
69858,Tumor (Podo+)
69859,Tumor (CD15+)
69860,CD4 T cell
69861,Macrophage
69862,Granulocyte
69863,Granulocyte
69864,CD8 T cell
69865,Granulocyte
69866,Macrophage
69867,Granulocyte
69868,Vessel
69869,Tumor (CD20+)
69870,Tumor (Ki67+)
69871,CD8 T cell
69872,Macrophage
69873,Macrophage
69874,Naive immune cell
69875,Macrophage
69876,Tumor (CD20+)
69877,Macrophage
69878,Naive immune cell
69879,Tumor (CD21+)
69880,Tumor (CD20+)
69881,Tumor (Ki67+)
69882,CD8 T cell
69883,Tumor (CD20+)
69884,Tumor (Podo+)
69885,Vessel
69886,CD8 T cell
69887,Granulocyte
69888,Tumor (Ki67+)
69889,Tumor (Podo+)
69890,Tumor (CD20+)
69891,Macrophage
69892,Vessel
69893,APC
69894,Tumor
69895,Tumor (Ki67+)
69896,Tumor (CD20+)
69897,Granulocyte
69898,CD8 T cell
69899,B cell
69900,Granulocyte
69901,Tumor (CD20+)
69902,Tumor
69903,CD8 T cell
69904,CD4 T cell
69905,CD8 T cell
69906,Macrophage
69908,Tumor
69909,Macrophage
69910,CD8 T cell
69911,Tumor (Ki67+)
69912,Tumor
69913,Tumor
69914,Granulocyte
69915,Tumor (CD20+)
69916,Tumor (CD21+)
69917,B cell
69918,Macrophage
69919,Granulocyte
69920,Granulocyte
69921,Tumor
69922,Macrophage
69923,Tumor (CD20+)
69924,Stromal / Fibroblast
69925,Stromal / Fibroblast
69926,B cell
69927,CD8 T cell
69928,Tumor (CD20+)
69929,Granulocyte
69930,Vessel
69931,Granulocyte
69932,CD8 T cell
69933,Vessel
69934,Tumor (CD20+)
69935,Granulocyte
69936,Tumor (Ki67+)
69937,Granulocyte
69938,CD4 T cell
69939,Tumor
69940,Tumor
69941,Tumor (CD20+)
69942,Stromal / Fibroblast
69943,CD4 T cell
69944,Macrophage
69945,Tumor (CD20+)
69946,Tumor (CD20+)
69947,Vessel
69948,APC
69949,Vessel
69950,Stromal / Fibroblast
69951,Stromal / Fibroblast
69952,CD8 T cell
69953,Granulocyte
69954,Tumor (Ki67+)
69955,Tumor (Ki67+)
69956,Stromal / Fibroblast
69957,Tumor (Podo+)
69958,CD8 T cell
69959,Granulocyte
69960,CD4 T cell
69961,Tumor (Ki67+)
69962,CD8 T cell
69963,Lymph vessel
69964,APC
69965,Tumor
69966,CD8 T cell
69967,Tumor (Podo+)
69968,CD4 T cell
69969,B cell
69970,Tumor (CD20+)
69971,Lymph vessel
69972,Tumor (CD20+)
69973,Granulocyte
69974,Tumor (Podo+)
69975,CD4 T cell
69976,Tumor (Ki67+)
69977,Tumor (CD21+)
69978,Granulocyte
69979,Stromal / Fibroblast
69980,Stromal / Fibroblast
69981,Tumor (CD20+)
69982,APC
69983,Tumor
69984,Tumor (CD21+)
69985,Tumor
69986,Macrophage
69987,CD8 T cell
69988,CD4 T cell
69989,Macrophage
69990,Tumor (Podo+)
69991,Vessel
69992,Macrophage
69993,CD4 T cell
69994,CD4 T cell
69995,Tumor (Podo+)
69996,Tumor (Ki67+)
69997,Macrophage
69998,Tumor (Podo+)
69999,Granulocyte
70000,CD8 T cell
70001,Macrophage
70002,CD8 T cell
70003,Tumor (Podo+)
70004,Lymph vessel
70005,CD4 T cell
70006,Stromal / Fibroblast
70008,Tumor (CD15+)
70009,Tumor
70010,Granulocyte
70011,CD8 T cell
70012,Tumor
70013,Tumor
70014,Tumor (Podo+)
70015,CD8 T cell
70016,CD8 T cell
70017,Macrophage
70018,Tumor (Ki67+)
70019,APC
70020,CD8 T cell
70021,Tumor (CD20+)
70022,Tumor (CD21+)
70023,Stromal / Fibroblast
70024,CD4 T cell
70025,CD4 T cell
70026,Tumor
70027,Vessel
70028,Tumor (CD20+)
70029,Tumor (Podo+)
70030,CD4 T cell
70031,Tumor (CD20+)
70032,Tumor (CD20+)
70033,Tumor (CD15+)
70034,Tumor
70035,Tumor (CD20+)
70036,Naive immune cell
70037,CD4 T cell
70038,Tumor (Ki67+)
70039,Stromal / Fibroblast
70040,Granulocyte
70041,CD8 T cell
70042,Macrophage
70043,CD4 T cell
70044,CD8 T cell
70045,Stromal / Fibroblast
70046,Macrophage
70047,Tumor (Podo+)
70048,Stromal / Fibroblast
70049,CD4 T cell
70050,CD4 T cell
70051,Macrophage
70052,Macrophage
70053,Tumor (Podo+)
70054,Granulocyte
70055,Stromal / Fibroblast
70056,Tumor (CD20+)
70057,Tumor (CD20+)
70058,Tumor (Podo+)
70059,CD8 T cell
70060,CD4 T cell
70061,Tumor (CD21+)
70062,Tumor (CD21+)
70063,Macrophage
70064,Macrophage
70065,Tumor
70066,APC
70067,Tumor (Podo+)
70068,CD4 T cell
70069,Tumor (Ki67+)
70070,Macrophage
70071,Tumor (Ki67+)
70072,Vessel
70073,CD4 T cell
70074,Stromal / Fibroblast
70075,Macrophage
70076,CD4 T cell
70077,Tumor (CD20+)
70078,Tumor (CD21+)
70079,Macrophage
70080,CD8 T cell
70081,Tumor (Podo+)
70082,Tumor (Ki67+)
70083,Stromal / Fibroblast
70084,B cell
70085,B cell
70086,Tumor (CD20+)
70087,Stromal / Fibroblast
70088,Tumor (CD21+)
70089,CD8 T cell
70090,APC
70091,Tumor (Ki67+)
70092,CD4 T cell
70093,Vessel
70094,APC
70096,Macrophage
70097,Tumor
70098,Macrophage
70099,APC
70100,Macrophage
70101,CD8 T cell
70102,B cell
70103,Tumor
70104,Tumor (CD20+)
70105,Tumor (CD15+)
70106,Tumor (CD15+)
70107,CD8 T cell
70108,CD4 T cell
70109,Tumor (CD20+)
70110,Tumor (Podo+)
70111,Vessel
70112,Tumor (Ki67+)
70113,Stromal / Fibroblast
70114,CD8 T cell
70115,CD8 T cell
70116,Tumor (CD20+)
70117,Tumor (Podo+)
70118,B cell
70119,Tumor (CD20+)
70120,CD8 T cell
70121,Tumor (Ki67+)
70122,Tumor
70123,Tumor (CD21+)
70124,Tumor (Podo+)
70125,Macrophage
70126,Macrophage
70127,Macrophage
70128,Tumor (CD20+)
70129,Tumor (Ki67+)
70130,Tumor (CD21+)
70131,Tumor (Ki67+)
70132,CD4 T cell
70133,Tumor
70134,Granulocyte
70135,Macrophage
70136,APC
70137,CD4 T cell
70138,Stromal / Fibroblast
70139,Tumor (Podo+)
70140,Tumor (Podo+)
70141,Tumor
70142,Macrophage
70143,Macrophage
70144,Tumor
70145,CD4 T cell
70146,Tumor (CD20+)
70147,Tumor (CD21+)
70148,APC
70149,Vessel
70150,CD8 T cell
70151,Tumor (Ki67+)
70152,Macrophage
70153,Granulocyte
70154,Tumor
70155,Granulocyte
70156,Tumor (Podo+)
70157,Tumor (CD21+)
70158,Tumor (Ki67+)
70159,Tumor (Ki67+)
70160,Tumor (Podo+)
70161,CD4 T cell
70162,CD8 T cell
70163,Tumor (Podo+)
70164,CD8 T cell
70165,Macrophage
70166,Tumor (Ki67+)
70167,CD4 T cell
70168,Tumor (CD20+)
70170,Granulocyte
70171,Vessel
70172,Vessel
70173,Tumor (CD15+)
70174,Vessel
70175,CD4 T cell
70176,CD4 T cell
70177,CD4 T cell
70178,Tumor (Podo+)
70179,Granulocyte
70180,APC
70181,Tumor (Ki67+)
70182,Tumor (Podo+)
70183,Granulocyte
70184,Tumor
70185,Tumor (CD15+)
70186,CD4 T cell
70187,B cell
70188,CD8 T cell
70189,Vessel
70190,Granulocyte
70191,Granulocyte
70192,Tumor
70193,CD8 T cell
70194,Vessel
70195,CD8 T cell
70196,CD8 T cell
70197,CD4 T cell
70198,CD8 T cell
70199,CD8 T cell
70200,Tumor (CD20+)
70201,Tumor (CD15+)
70202,Tumor (CD21+)
70203,CD4 T cell
70204,Tumor (CD21+)
70205,CD4 T cell
70206,CD8 T cell
70207,Stromal / Fibroblast
70208,Naive immune cell
70209,Tumor (CD20+)
70210,Tumor (CD21+)
70211,Tumor (Podo+)
70212,B cell
70213,CD8 T cell
70214,CD4 T cell
70215,Tumor (Podo+)
70216,Granulocyte
70217,Tumor (CD20+)
70218,Tumor
70219,Tumor (Ki67+)
70220,Macrophage
70221,Tumor
70222,Tumor (CD21+)
70223,Tumor (Ki67+)
70224,Tumor
70225,Tumor (CD20+)
70226,Tumor (Ki67+)
70227,Tumor (Podo+)
70228,Tumor (CD20+)
70229,Tumor
70230,Vessel
70231,B cell
70232,Tumor (Ki67+)
70233,Granulocyte
70234,Macrophage
70235,Macrophage
70236,CD8 T cell
70237,Granulocyte
70238,CD4 T cell
70239,Tumor (CD15+)
70240,Macrophage
70241,Tumor (CD20+)
70242,Macrophage
70243,Tumor (CD20+)
70244,Tumor (CD20+)
70245,APC
70246,Macrophage
70247,Macrophage
70248,Vessel
70249,Tumor
70250,CD8 T cell
70251,Stromal / Fibroblast
70252,Tumor (Podo+)
70253,Tumor (Podo+)
70254,Granulocyte
70255,Vessel
70256,Macrophage
70257,Tumor (CD20+)
70258,Macrophage
70259,Tumor (Ki67+)
70260,CD4 T cell
70261,Macrophage
70262,Vessel
70263,Tumor (Ki67+)
70264,Stromal / Fibroblast
70265,Macrophage
70266,Tumor (CD21+)
70267,CD4 T cell
70268,APC
70269,Tumor (CD20+)
70270,CD4 T cell
70271,Vessel
70272,Naive immune cell
70273,CD4 T cell
70274,Tumor (CD21+)
70275,Granulocyte
70276,Granulocyte
70277,Tumor (Podo+)
70278,Tumor (Ki67+)
70279,Tumor (CD20+)
70280,Tumor (Podo+)
70281,Tumor
70282,CD8 T cell
70283,Naive immune cell
70284,Tumor (Ki67+)
70285,Macrophage
70286,Tumor (Ki67+)
70287,Naive immune cell
70288,Stromal / Fibroblast
70289,Tumor (Podo+)
70290,Macrophage
70291,Macrophage
70292,Granulocyte
70293,Macrophage
70294,Macrophage
70295,Tumor (Podo+)
70296,Macrophage
70297,Tumor (Podo+)
70298,Tumor (Ki67+)
70299,Tumor (CD21+)
70300,Tumor (CD21+)
70301,Tumor (Podo+)
70302,Macrophage
70303,Macrophage
70304,Naive immune cell
70305,B cell
70306,Tumor
70307,Tumor (CD20+)
70308,Tumor (CD21+)
70309,Tumor (Podo+)
70310,CD4 T cell
70311,APC
70312,Tumor (CD20+)
70313,CD8 T cell
70314,Macrophage
70315,CD8 T cell
70316,Tumor
70317,Tumor (Ki67+)
70318,Tumor (Ki67+)
70319,CD8 T cell
70320,Naive immune cell
70321,Macrophage
70322,CD4 T cell
70324,CD8 T cell
70325,Tumor (Ki67+)
70326,Macrophage
70327,Macrophage
70328,Tumor (CD20+)
70329,Macrophage
70330,Macrophage
70331,CD4 T cell
70332,Tumor (CD15+)
70333,Macrophage
70334,Tumor (Podo+)
70335,CD4 T cell
70336,Vessel
70337,Tumor (CD21+)
70338,Macrophage
70339,Macrophage
70340,Tumor (Ki67+)
70341,Granulocyte
70342,Granulocyte
70343,CD8 T cell
70344,Granulocyte
70345,Granulocyte
70346,Granulocyte
70347,Tumor (Podo+)
70348,APC
70349,Tumor (Ki67+)
70350,Tumor (CD20+)
70351,Tumor (CD20+)
70352,Granulocyte
70353,Macrophage
70354,Tumor (CD21+)
70355,Macrophage
70356,Macrophage
70357,Tumor (Podo+)
70358,Macrophage
70359,CD4 T cell
70360,Tumor (Ki67+)
70361,Tumor (CD20+)
70362,Tumor (Ki67+)
70363,Tumor (CD21+)
70364,Granulocyte
70365,CD4 T cell
70366,APC
70367,CD4 T cell
70368,Macrophage
70369,Tumor
70370,Naive immune cell
70371,Tumor (Ki67+)
70372,Tumor (Podo+)
70373,Tumor (Podo+)
70374,Tumor (CD21+)
70375,Granulocyte
70376,CD4 T cell
70377,CD4 T cell
70378,Tumor
70379,Tumor (Ki67+)
70380,Tumor
70381,CD8 T cell
70382,Tumor (Ki67+)
70383,Macrophage
70384,Granulocyte
70385,Tumor (Podo+)
70386,B cell
70387,CD8 T cell
70389,CD8 T cell
70390,Naive immune cell
70391,Tumor (CD20+)
70392,Tumor
70393,Tumor (CD20+)
70394,Tumor
70395,CD4 T cell
70396,Macrophage
70397,Macrophage
70398,Tumor (CD20+)
70399,Tumor (CD20+)
70400,Macrophage
70401,Tumor
70402,Tumor
70403,CD4 T cell
70404,Tumor (CD15+)
70405,Granulocyte
70406,Macrophage
70407,Granulocyte
70408,Tumor (Ki67+)
70409,Tumor (CD20+)
70410,Macrophage
70411,Macrophage
70412,CD4 T cell
70413,CD4 T cell
70414,Granulocyte
70415,Tumor (CD21+)
70416,B cell
70417,CD8 T cell
70418,Tumor (CD20+)
70419,Macrophage
70420,CD4 T cell
70421,CD4 T cell
70422,Macrophage
70423,CD4 T cell
70424,Tumor
70425,Macrophage
70426,Tumor (Podo+)
70427,Stromal / Fibroblast
70428,Stromal / Fibroblast
70429,CD8 T cell
70430,Tumor
70431,CD8 T cell
70432,Macrophage
70433,Tumor (CD15+)
70434,B cell
70435,CD4 T cell
70436,CD4 T cell
70437,Macrophage
70438,Tumor (CD20+)
70439,Tumor (CD15+)
70440,Macrophage
70441,Tumor (Podo+)
70442,Granulocyte
70443,Tumor (Podo+)
70444,Granulocyte
70445,Tumor
70446,Macrophage
70447,Tumor
70448,Macrophage
70449,CD8 T cell
70450,CD4 T cell
70451,Tumor (Ki67+)
70452,Tumor (Podo+)
70453,Macrophage
70454,Tumor (CD20+)
70455,Naive immune cell
70456,Vessel
70457,Tumor
70458,Tumor (CD20+)
70459,Granulocyte
70460,Vessel
70461,CD4 T cell
70462,Stromal / Fibroblast
70463,Macrophage
70464,Macrophage
70465,CD8 T cell
70466,Stromal / Fibroblast
70467,CD8 T cell
70468,Tumor (Ki67+)
70469,CD4 T cell
70470,Macrophage
70471,Tumor (CD21+)
70472,Granulocyte
70473,Tumor
70474,Tumor
70475,CD4 T cell
70476,Macrophage
70477,Tumor (Podo+)
70478,Naive immune cell
70479,Stromal / Fibroblast
70480,Tumor (CD15+)
70481,Tumor (CD21+)
70482,Macrophage
70483,Macrophage
70484,CD4 T cell
70485,Macrophage
70486,Macrophage
70487,Tumor
70488,Tumor (Podo+)
70489,Granulocyte
70490,Tumor (Ki67+)
70491,Macrophage
70492,Stromal / Fibroblast
70493,APC
70494,Macrophage
70495,CD4 T cell
70496,B cell
70497,Tumor (Podo+)
70498,Tumor (CD15+)
70499,CD4 T cell
70500,Macrophage
70501,Macrophage
70502,Tumor (Ki67+)
70503,Granulocyte
70504,Tumor
70505,CD8 T cell
70506,CD4 T cell
70507,Tumor
70508,Granulocyte
70509,Macrophage
70510,Macrophage
70511,Macrophage
70512,CD8 T cell
70514,Granulocyte
70515,Macrophage
70516,CD8 T cell
70518,Stromal / Fibroblast
70519,Vessel
70520,Macrophage
70521,CD4 T cell
70522,Tumor (Podo+)
70523,Macrophage
70524,Tumor
70525,Tumor (Ki67+)
70526,CD4 T cell
70527,Stromal / Fibroblast
70528,Tumor (Ki67+)
70529,Tumor (CD21+)
70531,Tumor (CD21+)
70532,Naive immune cell
70533,Vessel
70534,CD4 T cell
70535,CD4 T cell
70536,Tumor (CD21+)
70537,Vessel
70538,Tumor (CD15+)
70539,Granulocyte
70540,CD8 T cell
70541,Macrophage
70542,Tumor (CD20+)
70544,CD4 T cell
70545,Tumor (Ki67+)
70546,Macrophage
70547,Macrophage
70548,Vessel
70549,Macrophage
70550,Granulocyte
70551,Vessel
70552,CD4 T cell
70553,Macrophage
70554,CD4 T cell
70555,Macrophage
70556,Macrophage
70557,Naive immune cell
70558,CD8 T cell
70559,CD8 T cell
70560,CD4 T cell
70561,CD8 T cell
70562,CD4 T cell
70563,CD4 T cell
70564,Macrophage
70565,Vessel
70566,Tumor
70569,Tumor (Podo+)
70570,Tumor (CD15+)
70571,Macrophage
70572,CD8 T cell
70573,CD8 T cell
70574,Tumor (CD15+)
70576,Tumor
70577,CD8 T cell
70578,CD8 T cell
70579,Stromal / Fibroblast
70580,Tumor (CD21+)
70581,Granulocyte
70582,Tumor (Podo+)
70583,CD8 T cell
70584,Tumor (CD15+)
70585,Tumor (CD21+)
70586,Tumor (CD20+)
70587,Granulocyte
70588,Macrophage
70589,Stromal / Fibroblast
70590,CD8 T cell
70591,CD8 T cell
70592,B cell
70593,CD4 T cell
70594,Tumor (CD21+)
70595,Stromal / Fibroblast
